icon,id,BUSINESS_NAME,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,plus_code.compound_code,plus_code.global_code,photos,opening_hours.open_now
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,bd068a2ac683b9c9a882639dde17fa610ba18b58,TNT Tobacco Store,ChIJqXdKGW7JwoARvbLZMDSIvjE,4.7,ChIJqXdKGW7JwoARvbLZMDSIvjE,GOOGLE,"['point_of_interest', 'store', 'establishment']",17,"1804 Firestone Blvd, Los Angeles",33.95994659999999,-118.2405739,33.96139867989272,-118.2392234201073,33.95869902010728,-118.2419230798927,"XQ55+XQ Florence-Graham, South Los Angeles, CA",8553XQ55+XQ,NA,True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,1c94984ee8d04e88bb609a14573d4cccebed3882,Lynwood Tobacco,ChIJr0mHXovLwoARXbYiQKTX0mE,3.7,ChIJr0mHXovLwoARXbYiQKTX0mE,GOOGLE,"['point_of_interest', 'store', 'establishment']",6,"11122 Long Beach Blvd, Lynwood",33.9311353,-118.2111964,33.93246132989272,-118.2099425701072,33.92976167010728,-118.2126422298927,"WQJQ+FG Lynwood, California",8553WQJQ+FG,NA,NA
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,bfa03fb21cccabfb4df675a76da465e3f1895180,A & K Mini Market Tobacco,ChIJhTY14Bi3woARuw63UvJBd0s,4.3,ChIJhTY14Bi3woARuw63UvJBd0s,GOOGLE,"['food', 'point_of_interest', 'store', 'establishment']",9,"549 W Manchester Blvd, Inglewood",33.961743,-118.36604,33.96305727989272,-118.3646904701073,33.96035762010727,-118.3673901298927,"XJ6M+MH Inglewood, California",8553XJ6M+MH,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101479276348256824662/photos"">Keeno Guy</a>'], 'photo_reference': 'CmRaAAAA96PAhEZBDLo_5lFEADsB4BjKrqWes-IEfTLRotT8lN6a6CJuvBdh-i1buZztLoIKqEHYACeZA0SSMu8YfHaN1Wodvfd32HjLfCRwpQB2wjMweMrOQy90Z3My1BXiDgCoEhA0jKPu_ZMV1L7XXe56aSnhGhRRW7PV9k6j5DKGSYvjCj2pkwLo6w', 'width': 3840}]",True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ec05a7795d383b94429ec24909fce75d8ef59774,L A Tobacco,ChIJr828l-XHwoARcX9xp_yRBqw,2.8,ChIJr828l-XHwoARcX9xp_yRBqw,GOOGLE,"['point_of_interest', 'store', 'establishment']",17,"1105 W 23rd St, Los Angeles",34.035215,-118.283568,34.03655422989272,-118.2823105201073,34.03385457010727,-118.2850101798927,"2PP8+3H Los Angeles, California",85632PP8+3H,"[{'height': 521, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107228099551969857257/photos"">L A Tobacco</a>'], 'photo_reference': 'CmRaAAAAq2fXgZcU8SGMqrEeheowpAGaprAhKHJMzpe9XRzxpgPpHmG20ik_l2tR_AUvwIH0lu_ItHGaeV8BtRzHrA_U_kT1ew5hstswu8QvQwDNhbpWyAJtiR1k9ju88Ht4TSdZEhD4L5EjG45uvN-ZTiNWDfaxGhTDZjyIKRq7MvniYnhurDGu6Ic_xA', 'width': 521}]",True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,b7e81371fa0a91ef331822b4621222f73219ca1f,"Living Room Vape & Smoke Shop, Hookah & Cigar Lounge",ChIJ93TfmkrGwoARs1ip8kaW3rc,3.7,ChIJ93TfmkrGwoARs1ip8kaW3rc,GOOGLE,"['night_club', 'bar', 'point_of_interest', 'store', 'establishment']",169,"548 S Spring St #108, Los Angeles",34.0459695,-118.250622,34.04739012989272,-118.2493743201073,34.04469047010728,-118.2520739798927,"2PWX+9Q Los Angeles, California",85632PWX+9Q,"[{'height': 2064, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107054595811747746625/photos"">Brett Schulte</a>'], 'photo_reference': 'CmRaAAAAHqHUnj_vcSvu0P8rQBAOQWrqpD6oVNlcbULnc10dv0LeVQMCjn7c8043HXYeGpV_BX1cQMDyQ7C58CWNXduxYKmRNO4127YSKMN0pdK9MHq_J7K1hAsKR9MjORKZS-ejEhC8tJcUx7zOQErbZZAKKo4DGhQ0A_j5QLAh8L1xwoSj44fgK5p49A', 'width': 1161}]",True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,c1331b13f59c58b9af2e004026f2faecaca9d381,M & S Tobacco,ChIJFwYOCNnLwoARZV_Gc0ugG2A,4.2,ChIJFwYOCNnLwoARZV_Gc0ugG2A,GOOGLE,"['point_of_interest', 'store', 'establishment']",6,"1950 E 103rd St, Los Angeles",33.9430473,-118.238016,33.94444737989271,-118.2366657201073,33.94174772010727,-118.2393653798927,"WQV6+6Q Los Angeles, California",8553WQV6+6Q,NA,True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,2eccab7caa39042844066935e2fadb9c6e8fe935,JM Tobacco,ChIJubYON5S1woARiUGJhudL6Gs,5.0,ChIJubYON5S1woARiUGJhudL6Gs,GOOGLE,"['point_of_interest', 'store', 'establishment']",5,"2308 Rosecrans Ave, Gardena",33.9014361,-118.3192665,33.90287987989272,-118.3179049201073,33.90018022010728,-118.3206045798927,"WM2J+H7 Gardena, California",8553WM2J+H7,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109189556235534433079/photos"">Amanda Ambriz</a>'], 'photo_reference': 'CmRaAAAAPcenpAPKy31I0_kHOQcIiQp_LNnDKCGRiW6jpjirb89549RD26_8Sxqz_x9vzW4ynmuQgS-2zgvb5uOyhlZu9Ie3Au03Jc1BybpdD1KEK4vULzBTaQyUjWf64Z9usRK3EhDPzZ2eZDBwdryxUPfeeptiGhQR4m_Y5G0nB6tWF3WAHgL_qkfD_A', 'width': 5312}]",True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,171a9f4933a63dfc4160d5d6c75d8d522fed4950,Compton Tobacco,ChIJO0AWyW3LwoARpv7JfccIWJU,4.0,ChIJO0AWyW3LwoARpv7JfccIWJU,GOOGLE,"['point_of_interest', 'store', 'establishment']",4,"306 W Compton Blvd # 101, Compton",33.8954439,-118.2266372,33.89706067989272,-118.2252920201073,33.89436102010728,-118.2279916798927,"VQWF+58 Compton, California",8553VQWF+58,NA,True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3a81e27a21a07c7fc699816b0327b2681829e3b7,Mina Mini Mart & Tobacco,ChIJ6Si9QH3LwoARdglQc9kIbgA,3.3,ChIJ6Si9QH3LwoARdglQc9kIbgA,GOOGLE,"['point_of_interest', 'store', 'establishment']",4,"1455 E Rosecrans Ave, Compton",33.9036407,-118.2073162,33.90492802989272,-118.2059658201073,33.90222837010728,-118.2086654798927,"WQ3V+F3 Compton, California",8553WQ3V+F3,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102160962029328234242/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAI28li9sprXVteXqSubaL0EW7iXFuBcUcZY-qbqHc4CFYS3BonD18K0kr9HIXpdLzFdh7QNVQuNl2GvhKlxOY3jbDv9UKTprWHrys7RzZtop5rOCUyouHpEEZH9qrXkb_EhBVFWBtivvGtOP_gf3sko00GhQJwsLbctAiLWvcr3u0Dyuir1fIeQ', 'width': 3024}]",True
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,e3071b320cdd7372d88d2f1aff26c65c3a37d6b7,Tobacco Smoke Shop,ChIJP63QcpDMwoAR7sKdKjmhwEI,4.8,ChIJP63QcpDMwoAR7sKdKjmhwEI,GOOGLE,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",4,"12910 Atlantic Ave, East Compton",33.9048076,-118.1935956,33.90615872989272,-118.1922164701073,33.90345907010727,-118.1949161298928,"WR34+WH East Compton, California",8553WR34+WH,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101096805709601136387/photos"">Tobacco</a>'], 'photo_reference': 'CmRaAAAAGtQGk3xAREYxF-sspO9AU-ZIi5B2_P0VvXPDbpJjuHiwFToZdwqmycdv2aoT7NyL6dBnc5yFe-SbSndgjBgze25Uit3l-44T0A9Kl8BtcNDD28IcyTM_Np4YDVm7XYENEhCupEwBRzKkai6cGRGAYkYMGhSevBaRsunIVmJlypnPuA9BLn6N4w', 'width': 5312}]",True
