review_id,rating,text,review_url,user_id,Store_name,SOURCE,DATE_SCRAPED
vIsC5BhqVnZFAmXYKnyuEw,1,"Was a FIRST TIME CUSTOMER AND LAST!!! 
DO NOT WASTE YOUR TIME HERE!!!!!!!!!
Bud tenders do not offer any information regarding FIRST TIME CUSTOMER...",https://www.yelp.com/biz/stone-age-farmacy-gardena-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=vIsC5BhqVnZFAmXYKnyuEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,jg5WhjJ1O4KP5Pf-iru79w,Stone Age Farmacy,yelp,11-17-2019
QMabS17eSyARKzyTESAp3A,5,"Quick service, knowledgeable budtenders and great selection! Todd, Vivan, Jojo, Alice to name a few of the helpful budtenders.


Update! It's been awhile...",https://www.yelp.com/biz/stone-age-farmacy-gardena-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=QMabS17eSyARKzyTESAp3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,KEUtvx9BUAl3hsGckIZG3A,Stone Age Farmacy,yelp,11-17-2019
eYzcjd1--EO9ypLXw4Dk_w,5,"I just visit the new Mecca Mid City and I loved it.  There still a little bit of construction,  but when it's done its going to be Awesome!!!

Ruth...",https://www.yelp.com/biz/mecca-mid-city-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=eYzcjd1--EO9ypLXw4Dk_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,0nXhMM0SFoC6noNA0C0tSQ,Mecca Mid City,yelp,11-17-2019
5RFMRG6TKlILLU1P8LfKiw,1,Are these guys even legal?? I heard a few months ago they were raised and shit down. Mecca if you are legal please place your permits in the photo section....,https://www.yelp.com/biz/mecca-mid-city-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=5RFMRG6TKlILLU1P8LfKiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,8OOrm5oOHytmBWsqLq97Qg,Mecca Mid City,yelp,11-17-2019
e-favLZXLOH6fuQsbtKyKQ,3,"Bring a scale and calibrate to the 1/8th container so you can weigh their grams, which are sealed in a 1/8th container. The BOGO's are consistently under....",https://www.yelp.com/biz/mecca-mid-city-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=e-favLZXLOH6fuQsbtKyKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,AvneYw7jNUYks4SXRYan-A,Mecca Mid City,yelp,11-17-2019
OyCl2_YYETiWSu1K89uhKQ,5,"Always a good time. Will be back. 


A decently priced house brand (Ervana) - makes me cough. But I enjoy the high. Unfortunately they've been out of all...",https://www.yelp.com/biz/the-high-note-culver-city-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=OyCl2_YYETiWSu1K89uhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SGFs8A-HXsrC1yrrnaTJRA,The High Note - Culver City,yelp,11-17-2019
qD569dhBpebyDz4w2V7Tmw,5,"Love the bookcase entrance! So cute. Be careful opening the front door because I smacked someone on my way in. Good selection of yummies ;) 

If you save...",https://www.yelp.com/biz/the-high-note-culver-city-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=qD569dhBpebyDz4w2V7Tmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,4PemiFGqpR708Nm_QInxTg,The High Note - Culver City,yelp,11-17-2019
-pV672V_S72hhLiSzpNwfA,5,Well why not??  You walk in and go thru a bookcase...very creative!  Liking the variety of flower and edibles.  They always have a deal going and when you...,https://www.yelp.com/biz/the-high-note-culver-city-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=-pV672V_S72hhLiSzpNwfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,RfpzT5Y7TmgRhdHbnYq8BQ,The High Note - Culver City,yelp,11-17-2019
VyHD10PrpqcMiH13b5kc6A,5,Great hidden away place for edibles flowers and oils!! Great door guy and security. Thanks for the free pre roll!,https://www.yelp.com/biz/supreme-og-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=VyHD10PrpqcMiH13b5kc6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Talye9I2P7FZfNOq_jDfWA,Supreme OG,yelp,11-17-2019
5VEnOWxzpf0WH8Ugq3sCig,5,"Its a very cute lil spot. Its a clean environment. Sweet and nice.
Dank weed, Thanks bella.",https://www.yelp.com/biz/supreme-og-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=5VEnOWxzpf0WH8Ugq3sCig&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,En0o5hWcBKvrYgS5YwxwgA,Supreme OG,yelp,11-17-2019
