,review_id,rating,text,review_url,user_id,PROPERTYTYPE,Store_name,SOURCE,DATE_SCRAPED
2,IrzZbOfy-h0K0cMIO9wTpQ,5,I have been going here since before I started counseling with my boyfriend. I actually started coming here because I wanted to be better then I could ever...,https://www.yelp.com/biz/richstone-family-center-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=IrzZbOfy-h0K0cMIO9wTpQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,lfK-PIhUcgfenp0LgfdICQ,community center,Richstone Family Center,yelp,12-01-2019
0,stIVMcMWHcnvcm-0KMqDfg,5,"I've been a member of the Community Center for a few years now.  They offer many different programs for all ages.  

But due to work, I have only been able...",https://www.yelp.com/biz/east-san-gabriel-valley-japanese-community-center-west-covina?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=stIVMcMWHcnvcm-0KMqDfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,bWS7Qmxa0ICPQ_dedmeh1Q,community center,East San Gabriel Valley Japanese Community Center,yelp,12-01-2019
1,42TFxH--9c98_XQJaScZDw,5,We hosted a party at the gym. Tina was awesome working with me and coordinating all the details!,https://www.yelp.com/biz/east-san-gabriel-valley-japanese-community-center-west-covina?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=42TFxH--9c98_XQJaScZDw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,axeDUuZVIeUpa6o5lUaZvw,community center,East San Gabriel Valley Japanese Community Center,yelp,12-01-2019
2,Et3LuGB2UygAAGCa8B5zYg,5,Came in on a field trip with my child. It was so interesting the tour they gave here was so much information of the history of Japanese culture. It was...,https://www.yelp.com/biz/east-san-gabriel-valley-japanese-community-center-west-covina?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=Et3LuGB2UygAAGCa8B5zYg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Y6h2--EeC5xVGN_v9VEdtw,community center,East San Gabriel Valley Japanese Community Center,yelp,12-01-2019
0,AufnCftak8P3IraRflfvYQ,4,It's a great rec center. The Young Chefs cooking class they offer is awesome and totally affordable. If you're looking for an activity to get your child...,https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=AufnCftak8P3IraRflfvYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,2M2GdA9HzcXI5cqECZDqgg,community center,Barbara J Riley Community and Senior Center,yelp,12-01-2019
1,CjYFzVPuqAaMFJLxqG9QKA,5,"I am a big biased because I work for the city, but the Barbara j Riley community and senior center is one of the best community centers around.
They offer a...",https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=CjYFzVPuqAaMFJLxqG9QKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,HOYpbVlzXppKo_No-8ASsA,community center,Barbara J Riley Community and Senior Center,yelp,12-01-2019
2,xJ91b50A5GHGPuH18XQ_FQ,3,"The Barbara J Riley Community and Senior Center in Downey is a nice, well-kept facility as far as first impressions go. 

For the months of October and...",https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=xJ91b50A5GHGPuH18XQ_FQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SRqtqW96nDIxtDM7qc1YGA,community center,Barbara J Riley Community and Senior Center,yelp,12-01-2019
0,9opHCPX4CXmhbLrcsRUqZg,5,Joanna was super sweet on the phone and even more in person! She was very patient with my understanding on selling and buying euros (other places weren't!)....,https://www.yelp.com/biz/continental-currency-services-los-angeles-65?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=9opHCPX4CXmhbLrcsRUqZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,zZPTGI2Pokfi5NCcYbhSTQ,payday loans,Continental Currency Services,yelp,12-01-2019
1,E32GNUvY8hIj6WqhW2sbvQ,5,"They were so friendly and helpful! After driving from place to place to try and get a money order and finding out that they were closed or couldn't help me,...",https://www.yelp.com/biz/continental-currency-services-los-angeles-65?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=E32GNUvY8hIj6WqhW2sbvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dZjO7sHqtLG_QdSUImOyjQ,payday loans,Continental Currency Services,yelp,12-01-2019
2,68sfs7Hkf_qT6CUNksVSVA,4,"CCS is a convenient way for me to do payday loans. The people there are always super friendly and their location is perfect for me. 

Fair pricing, friendly...",https://www.yelp.com/biz/continental-currency-services-los-angeles-65?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=68sfs7Hkf_qT6CUNksVSVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,hXnEAY2B9R7IgwiVGT1bJQ,payday loans,Continental Currency Services,yelp,12-01-2019
0,63pelf1B5IdiAdoJPN6qDA,5,"I've always returned to this location when I needed a pay day loan. They are always friendly and fast. I was out of town when my loan was due, and I called...",https://www.yelp.com/biz/cashback-loans-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=63pelf1B5IdiAdoJPN6qDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,VXNA0rYGUljZJG0eTmQlkQ,payday loans,Cashback Loans,yelp,12-01-2019
1,B2Omvk-Gcm9U-VNw-F8zRA,5,"It's been years since I needed a payday loan.  I went to a lot of places but Cashback Loans by far was the friendliest, easiest, and quickest payday loan I...",https://www.yelp.com/biz/cashback-loans-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=B2Omvk-Gcm9U-VNw-F8zRA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ad-kOWUcMg5GuA7wG4_sJA,payday loans,Cashback Loans,yelp,12-01-2019
2,RL8eyKIYqGyt0a7gOop1UA,5,Ema was very helpful and answered all the questions we asked. Also she explained everything and pretty answered what we would have asked!!,https://www.yelp.com/biz/cashback-loans-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=RL8eyKIYqGyt0a7gOop1UA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,OgqS95FKbozmtfeaHMkEmw,payday loans,Cashback Loans,yelp,12-01-2019
0,984qJIGUMhqGgCuwxVw8xw,5,Darnisha is amazing. On the phone and in person.  Amazingly helpful considering I came in right before they closed it,https://www.yelp.com/biz/speedy-cash-los-angeles-9?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=984qJIGUMhqGgCuwxVw8xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,hibHq2maRWZmHo3CFkusjA,payday loans,Speedy Cash,yelp,12-01-2019
1,A0yOeM3VyU4D7jdv6kUaJA,1,"Unfriendly staff. Worst rates! Almost 96% just in interest. Not worthy. Do a favor to your self!
I borrowed $2,600 and I was end paying 10,000 only in...",https://www.yelp.com/biz/speedy-cash-los-angeles-9?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=A0yOeM3VyU4D7jdv6kUaJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,VBSd7djX2mrO18TV8ay-gw,payday loans,Speedy Cash,yelp,12-01-2019
2,R6yVvD4V5XJe8wf203fpIQ,2,ive two out an couple of loans here at the speedy cash the cashiers always give me too much cash .. talk to much they dont remeber when they do wrong i hate...,https://www.yelp.com/biz/speedy-cash-los-angeles-9?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=R6yVvD4V5XJe8wf203fpIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,CbLyHi6i6AP-qd5kK5nPdQ,payday loans,Speedy Cash,yelp,12-01-2019
0,bPP5ngGkBPkDC4KxOHcVGg,5,I called a few places but no help. I was going with loan mart but they were sending me to the DMV and giving me the run around. As soon as I got on the...,https://www.yelp.com/biz/fast-auto-and-payday-loans-los-angeles-8?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=bPP5ngGkBPkDC4KxOHcVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,RjX3rRs94lD4IRI1UH-J4w,payday loans,Fast Auto And Payday Loans,yelp,12-01-2019
1,Yxne1DyzYU0UzyxRRHzuSQ,5,I was in need of money for a very personal issue and struggle I was going through. I went into fast auto loan and pay day expecting to deal with a sleazy...,https://www.yelp.com/biz/fast-auto-and-payday-loans-los-angeles-8?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=Yxne1DyzYU0UzyxRRHzuSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Jp6qad_CvKt2CmQlUkyfOw,payday loans,Fast Auto And Payday Loans,yelp,12-01-2019
2,dzXKY9CjEmp_f1pJ_u0URA,5,"Connie is the best and she let my dog come in, when go see Connie tell her gloria sent u",https://www.yelp.com/biz/fast-auto-and-payday-loans-los-angeles-8?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=dzXKY9CjEmp_f1pJ_u0URA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Wfa-CoT4mowqOkw7OEiqRw,payday loans,Fast Auto And Payday Loans,yelp,12-01-2019
0,oLjzDjv0i7qGYvYB_vggUQ,5,I had to exchange some money here last minute.  It was the day before my trip to Europe and I needed to find some currency ASAP (because I'm a great...,https://www.yelp.com/biz/continental-currency-services-ccs-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=oLjzDjv0i7qGYvYB_vggUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,VCoF6HDEP4M9sCgWsOXDRg,payday loans,Continental Currency Services - CCS,yelp,12-01-2019
1,CEWH6jlKfMulyH2m1Cka8w,5,"My experience with CCS was wonderful. I've used other services previously and this location was closer and easier for me to access.

I requested quotes from...",https://www.yelp.com/biz/continental-currency-services-ccs-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=CEWH6jlKfMulyH2m1Cka8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,feJA1IH2-jGFOxPDZ3_PzQ,payday loans,Continental Currency Services - CCS,yelp,12-01-2019
2,w91G4jyhQwAcBdKzQ2vGSw,5,Nice staff friendly and very helpful. They don't rip you off like most places definitely coming back . I recommend this place to anyone the young ladies are...,https://www.yelp.com/biz/continental-currency-services-ccs-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=w91G4jyhQwAcBdKzQ2vGSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,_evbBjDsU8_SU7XC8mBBqA,payday loans,Continental Currency Services - CCS,yelp,12-01-2019
0,8OQ0jl3ZL-o9XeLEdXMxNw,1,"So I called in to see what is needed  To get a payday loan. Ebony assisted me over the phone she informed me that you need ID, Paystub, and banking...",https://www.yelp.com/biz/check-into-cash-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=8OQ0jl3ZL-o9XeLEdXMxNw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,zr1MqG8qw_zv2JDkAcB_Aw,payday loans,Check Into Cash,yelp,12-01-2019
1,R1ygD89HPSADs-dGuYF2aw,1,These people are so unprofessional!  HORRIBLE CUSTOMER SERVICE!  I advise anyone not to use this office for their check cashing or payday loan needs.  I was...,https://www.yelp.com/biz/check-into-cash-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=R1ygD89HPSADs-dGuYF2aw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,nLg2b7VAemYXQbUIuT5Acg,payday loans,Check Into Cash,yelp,12-01-2019
2,8qIfYerXLFiiXlbRHYXUjg,1,DO NOT COME to this piece of SHIT!!! RUDE employee named JANETTE (crackhead looking  bitch) my boyfriend called prior to coming in. We were told certain...,https://www.yelp.com/biz/check-into-cash-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=8qIfYerXLFiiXlbRHYXUjg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,-P3bg9ge0Fbt5L05_v4pqA,payday loans,Check Into Cash,yelp,12-01-2019
0,E4uIFKvLCZacpJTpZGCruQ,5,Karen is the best! She made the whole process of getting a loan easy and less nerve-wracking...I would definitely recommend this place to anyone looking for...,https://www.yelp.com/biz/pacific-cash-advance-carson?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=E4uIFKvLCZacpJTpZGCruQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dMKj-hYnGzUPgVTjFVbqVA,payday loans,Pacific Cash Advance,yelp,12-01-2019
0,AjACgl413gTL_Mnj-oZmfA,5,The employees are very friendly.  Professional!  As for the other comment that thinks the interest is too high...well go out and get yourself a low interest...,https://www.yelp.com/biz/e-z-check-advance-marina-del-rey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=AjACgl413gTL_Mnj-oZmfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ksqZYsNMKQPq9I2W1nbdXQ,payday loans,E-Z Check Advance,yelp,12-01-2019
1,BFuw1z3wxFycYqN5DXybYQ,1,Worse experience ever! They say one thing and do another! I would not recommend this location but ACE Check cashing is a better establishment and they are...,https://www.yelp.com/biz/e-z-check-advance-marina-del-rey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=BFuw1z3wxFycYqN5DXybYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,IaxLSrXrU48PirFM93ff_g,payday loans,E-Z Check Advance,yelp,12-01-2019
2,DRJ6ny458gK9FtVPj2_KsQ,5,"The staff here is great!!! They are friendly, polite and courteous.  They're always helpful and nice no matter what time of day I come in to do business....",https://www.yelp.com/biz/e-z-check-advance-marina-del-rey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=DRJ6ny458gK9FtVPj2_KsQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,qzEaEQ-eOSKp2b5aRRuO-g,payday loans,E-Z Check Advance,yelp,12-01-2019
0,PTw6hQ-AN2nWFPytMloVPw,1,This place no longer exists!! I went - went around the address the place used to be there a long long time ago.,https://www.yelp.com/biz/cash-depot-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=PTw6hQ-AN2nWFPytMloVPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,xpFbINEUNtuaKws8GgzwUg,payday loans,Cash Depot,yelp,12-01-2019
1,eiUEHfjx3hyjzfTR6HbeGA,5,I've been going to this location for over a year now since I moved from Long Beach. Ericka has helped me mostly and a few times the male attendant. Both...,https://www.yelp.com/biz/cash-depot-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=eiUEHfjx3hyjzfTR6HbeGA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SaMG61M7BM6Q-jGawDJW-A,payday loans,Cash Depot,yelp,12-01-2019
2,Y07bcU0qAxQdKKueqsSHkg,5,Good service fast and they had wester union were is hard t find in torrence i recomended,https://www.yelp.com/biz/cash-depot-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=Y07bcU0qAxQdKKueqsSHkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ZF8RXZK4m2bxHocUTkMu4g,payday loans,Cash Depot,yelp,12-01-2019
0,1VVEOyZOofz5V2eyx9tTYg,5,Deysi and Liz were incredible patient and well-versed; answered every question I had; kind even through other customer's loud children; always trying to...,https://www.yelp.com/biz/rpm-lenders-los-angeles-14?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=1VVEOyZOofz5V2eyx9tTYg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Y6L6-Cr0tfcOOk9eu86EWQ,payday loans,Rpm Lenders,yelp,12-01-2019
1,FTqOC5v7PnEErP9Poe0owQ,5,Went in for a payday loan and Gabriela helped me out. She made the experience smooth and quick. I will definitely come back and I recommend them.,https://www.yelp.com/biz/rpm-lenders-los-angeles-14?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=FTqOC5v7PnEErP9Poe0owQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Q1g0VqLA7m4Eeua9m4Zizw,payday loans,Rpm Lenders,yelp,12-01-2019
0,YN4T4n8nR47y1ypVjxlIrA,1,"My main complaint about this place was the horrifically rude employee who was helping me (I use that term loosely). Her name was Jimena. 
From the minute I...",https://www.yelp.com/biz/moneytree-long-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=YN4T4n8nR47y1ypVjxlIrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,k39eJ0ZJHJuoq-Z6hXxpiw,payday loans,Moneytree,yelp,12-01-2019
1,vzRrh1OQ3pwd_rfX0YkVTw,5,"I want to thank Jimena for the wonderful service she helps me with when I need help with cashing a check, or whether it be transfering money, or paying a...",https://www.yelp.com/biz/moneytree-long-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=vzRrh1OQ3pwd_rfX0YkVTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,N_-7DlVt5I1CM3w6tOVrZg,payday loans,Moneytree,yelp,12-01-2019
2,5MQqPz-PTbjSkluc8cffyA,5,Erika from this location is always pleasant and courteous.  Everyone are nice and kind . Would definitely recommend this location.,https://www.yelp.com/biz/moneytree-long-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=5MQqPz-PTbjSkluc8cffyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Om5ksZv7JjrAK7cF1Orq2w,payday loans,Moneytree,yelp,12-01-2019
0,C8E6GgPGhC_Uj9UNqpvxeQ,1,Wow. That's all I have to say. Just cause you work in the ghetto don't mean you gotta be ghetto. But these females think they're big and bad behind a...,https://www.yelp.com/biz/speedy-cash-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=C8E6GgPGhC_Uj9UNqpvxeQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ifXQGsRCXPEVBZzdB4KVbA,payday loans,Speedy Cash,yelp,12-01-2019
1,FAiVZUDdysAQOjbW9ZLAaw,5,I don't know why there are so little stars for this Speedy Cash location. The customer service has always been very well. The loan agents have always...,https://www.yelp.com/biz/speedy-cash-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=FAiVZUDdysAQOjbW9ZLAaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Gk9hfpsWBCjKbfURN-hpsA,payday loans,Speedy Cash,yelp,12-01-2019
2,RISuwaijjx9nanElpxQ_IQ,1,Horrible not only are they rude when you call them they pick up the phone and hang up on you never coming back here poor customer service rude and...,https://www.yelp.com/biz/speedy-cash-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=RISuwaijjx9nanElpxQ_IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,zd9phIlPVCjPaTr4Cgy_rQ,payday loans,Speedy Cash,yelp,12-01-2019
0,xCWyUxMqgv_WnPFvlyvFKQ,5,"Good fast service. I called before  i went down, the guy seemed pleasant and knowledgeable. He spoke clearly and I was glad to deal with someone whom I...",https://www.yelp.com/biz/b-and-b-check-cashing-huntington-park-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=xCWyUxMqgv_WnPFvlyvFKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,fRSMr5arZCfhyne4PAfCuQ,payday loans,B & B Check Cashing,yelp,12-01-2019
0,ybsKdSBRCoZVQ1WgtNaXfA,5,Had the best experience with the employees because they were able to help me financially and it was such a seem less process. They understood what I was...,https://www.yelp.com/biz/fast-auto-and-payday-loans-inglewood-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=ybsKdSBRCoZVQ1WgtNaXfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,a_E4TN1mE0PA7u4Qev1pfg,payday loans,Fast Auto and Payday Loans,yelp,12-01-2019
1,CGL3z_Okno48Xkad0MdNMA,1,This is a loan shark. Pay attention to what you are signing. The contract. Your paying %150 if not more on your loan. Its better to sale your car to the...,https://www.yelp.com/biz/fast-auto-and-payday-loans-inglewood-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=CGL3z_Okno48Xkad0MdNMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,_vEar5ltjVYIlvHnWZI9Ng,payday loans,Fast Auto and Payday Loans,yelp,12-01-2019
0,d5_qYOICgyS35rcUf_1FCQ,5,"Great service and nice staff. My bank couldn't cash my check at the same day. One branch told me they don't have large bills, other said I have to deposit...",https://www.yelp.com/biz/la-cienega-check-cashing-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=d5_qYOICgyS35rcUf_1FCQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,vq_aDFtZm02ga3hejUkpBQ,payday loans,La Cienega Check Cashing,yelp,12-01-2019
1,TW2EfyXUCDP64gdFhv3d0w,5,This could not have gone any better. I give a class locally every other month and I am paid via a paper check. I was counting on the money for this long...,https://www.yelp.com/biz/la-cienega-check-cashing-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=TW2EfyXUCDP64gdFhv3d0w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,_-9xJD4hS9Aq302sCQ26kg,payday loans,La Cienega Check Cashing,yelp,12-01-2019
2,xI1Kxoz5drYYlYTk2Wxryg,5,"Paula and Stephanie were fantastic! I was cashing my check and they made it fast, easy and even gave me useful information that I needed! Thanks ladies! I...",https://www.yelp.com/biz/la-cienega-check-cashing-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=xI1Kxoz5drYYlYTk2Wxryg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ScRDMUSASjTuBy0OykDyIg,payday loans,La Cienega Check Cashing,yelp,12-01-2019
0,WDwbR3jz4n51UNgljyvh_A,5,First of all I would like to say I am really thankful and appreciate the great service that was given to me at this location! I recognize great customer...,https://www.yelp.com/biz/rpm-lenders-los-angeles-13?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=WDwbR3jz4n51UNgljyvh_A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Kv_aenMl3r23hOTSVxjIxA,payday loans,RPM Lenders,yelp,12-01-2019
1,XWNsfpBx9IiKjFx_u-HlqQ,5,Great customer service at this place. I went in for a personal loan to take care of some stuff and I got the check on the same day. The process was simple...,https://www.yelp.com/biz/rpm-lenders-los-angeles-13?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=XWNsfpBx9IiKjFx_u-HlqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SPRyoQ7cBj7sqc9XSPyPrg,payday loans,RPM Lenders,yelp,12-01-2019
0,Acuf1e3dRNBYaFpOZf4Ikw,2,Horrible location don't ever go here there rude and half the time the Mexicans don't even speak English !,https://www.yelp.com/biz/ace-cash-express-los-angeles-33?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=Acuf1e3dRNBYaFpOZf4Ikw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,YYpGaIvgXk679k9Uwrkyxg,payday loans,ACE Cash Express,yelp,12-01-2019
0,19QfMvrKeNjSRANIPapVMw,1,"Seriously the 1 star rating is a merely out of pitty for this organization who ever hires their employees needs to rethink their hiring strategy , I've...",https://www.yelp.com/biz/continental-currency-services-ccs-south-gate?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=19QfMvrKeNjSRANIPapVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,FsEf3g6H9TTtKEaG5YPz8A,payday loans,Continental Currency Services - CCS,yelp,12-01-2019
